,is4G,is3G,is2G,speed,RSRP,RSRQ,RSSI,SNR,CQI,UL_Bandwidth,bandwidth
0,1.0,0.0,0.0,0.0,-110.24595133227496,-9.471281046201138,-91.0,4.779797539885852,6.0,0.625,1.75
1,1.0,0.0,0.0,0.0,-108.47128104620114,-9.471281046201138,-91.0,1.7540486677250415,6.0,2.0,2.6875
2,1.0,0.0,0.0,0.0,-107.47128104620114,-9.0,-91.88587392869641,4.754048667725041,6.5,20.3125,741.6875
3,1.0,0.0,0.0,0.0,-108.55489532554687,-10.816989475978867,-93.0,4.445104674453125,7.0,32.875,1773.3125
4,1.0,0.0,0.0,0.0,-111.0,-14.0,-91.47128104620114,2.0,8.5,31.3125,1511.84375
5,1.0,0.0,0.0,0.0,-108.0,-14.0,-87.03707201955285,3.114126071303585,7.5,46.875,2522.625
6,1.0,0.0,0.0,0.0,-102.0,-13.0,-85.0,3.9999999999999996,6.0,68.125,3079.0625
7,1.0,0.0,0.0,0.0,-105.0,-14.0,-85.0,3.9999999999999996,6.0,69.0,3413.125
8,1.0,0.0,0.0,0.0,-102.0,-14.0,-85.0,5.0,6.0,56.3125,2893.8125
9,1.0,0.0,0.0,0.0,-102.0,-14.0,-85.0,5.0,6.0,48.4375,2643.5625
10,1.0,0.0,0.0,0.0,-101.0,-14.0,-87.0,3.0,7.0,54.78125,2995.8125
11,1.0,0.0,0.0,0.0,-102.24595133227496,-14.471281046201142,-85.88587392869641,3.0,7.0,46.125,2500.25
12,1.0,0.0,0.0,0.0,-103.47128104620114,-15.0,-85.0,2.5287189537988604,7.0,58.25,2814.125
13,1.0,0.0,0.0,0.0,-101.24595133227496,-15.0,-83.0,2.0,8.0,42.0625,2286.375
14,1.0,0.0,0.0,0.0,-100.47128104620114,-13.885873928696416,-84.24595133227497,2.5287189537988604,7.5,47.125,2586.25
15,1.0,0.0,0.0,0.0,-102.24595133227496,-13.0,-86.0,2.5287189537988604,7.0,45.9375,2250.0625
16,1.0,0.0,0.0,0.0,-103.47128104620114,-11.885873928696416,-84.88587392869641,3.114126071303585,6.5,30.5,1661.5
17,1.0,0.0,0.0,0.0,-103.0,-11.0,-84.0,3.9999999999999996,6.0,22.09375,1194.875
18,1.0,0.0,0.0,0.0,-103.0,-14.0,-84.88587392869641,2.0,6.5,27.125,1467.125
19,1.0,0.0,0.0,0.0,-102.0,-14.0,-84.0,3.9999999999999996,7.0,26.625,1316.1875
20,1.0,0.0,0.0,0.0,-100.0,-10.0,-84.0,2.0,7.0,38.125,2048.75
21,1.0,0.0,0.0,0.0,-101.0,-13.0,-84.0,2.0,7.0,38.1875,2076.6875
22,1.0,0.0,0.0,0.0,-100.0,-14.0,-84.0,2.0,7.0,42.53125,2308.0
23,1.0,0.0,0.0,0.0,-100.0,-12.885873928696414,-84.0,2.0,7.0,45.9375,2341.5625
24,1.0,0.0,0.0,0.0,-100.0,-11.47128104620114,-84.0,3.114126071303585,7.0,43.4375,2327.0625
25,1.0,0.0,0.0,0.0,-100.47128104620114,-11.0,-84.0,3.52871895379886,7.0,49.5625,2696.0
26,1.0,0.0,0.0,0.0,-101.88587392869641,-12.245951332274958,-84.88587392869641,2.5287189537988604,6.0,49.75,2686.5
27,1.0,0.0,0.0,0.0,-101.24595133227496,-14.0,-84.0,2.0,6.0,52.0,2658.25
28,1.0,0.0,0.0,0.0,-100.0,-13.47128104620114,-84.0,2.0,6.0,43.1875,2324.1875
29,1.0,0.0,0.0,0.0,-100.0,-13.0,-84.0,2.0,6.0,44.21875,2383.53125
30,1.0,0.0,0.0,0.0,-101.0,-12.0,-84.0,3.9999999999999996,6.0,49.25,2540.75
31,1.0,0.0,0.0,0.0,-100.0,-12.0,-82.0,3.0,6.0,43.1875,2261.9375
32,1.0,0.0,0.0,0.0,-98.0,-13.0,-82.0,3.0,6.0,49.3125,2540.75
33,1.0,0.0,0.0,0.0,-100.0,-11.0,-82.0,3.0,6.0,46.3125,2482.0625
34,1.0,0.0,0.0,0.0,-99.0,-12.0,-82.0,3.0,6.0,44.6875,2270.3125
35,1.0,0.0,0.0,0.0,-99.0,-13.47128104620114,-82.0,2.257191607942059,6.0,44.59375,2182.96875
36,1.0,0.0,0.0,0.0,-98.47128104620114,-13.47128104620114,-82.0,2.0,6.0,37.6875,2027.6875
37,1.0,0.0,0.0,0.0,-98.88587392869641,-11.885873928696416,-82.0,2.5287189537988604,6.0,42.625,2187.125
38,1.0,0.0,0.0,0.0,-100.0,-11.885873928696416,-82.0,3.0,6.0,39.1875,2118.625
39,1.0,0.0,0.0,0.0,-99.47128104620114,-13.47128104620114,-82.0,3.0,6.0,35.25,1829.875
40,1.0,0.0,0.0,0.0,-99.0,-12.245951332274958,-83.24595133227496,3.0,6.0,33.625,1723.0
41,1.0,0.0,0.0,0.0,-99.0,-11.0,-85.0,3.0,6.0,33.5625,1798.4375
42,1.0,0.0,0.0,0.0,-102.0,-12.0,-85.0,3.0,6.0,34.1875,1661.4375
43,1.0,0.0,0.0,0.0,-102.0,-12.0,-83.88587392869641,2.0,7.5,28.3125,1534.9375
44,1.0,0.0,0.0,0.0,-100.0,-10.0,-85.0,3.0,7.0,28.8125,1475.5
45,1.0,0.0,0.0,0.0,-103.0,-13.0,-85.88587392869641,1.0000000000000004,8.0,33.1875,1767.0
46,1.0,0.0,0.0,0.0,-104.0,-14.0,-87.0,2.0,9.0,46.78125,2537.78125
47,1.0,0.0,0.0,0.0,-103.47128104620114,-14.0,-87.0,1.528718953798861,9.0,50.0,2730.9375
48,1.0,0.0,0.0,0.0,-102.47128104620114,-14.0,-85.88587392869641,1.0000000000000004,7.5,81.625,2840.6875
49,1.0,0.0,0.0,0.0,-102.0,-14.0,-85.0,1.0000000000000004,6.0,48.8125,2591.875
50,1.0,0.0,0.0,0.0,-101.47128104620114,-14.0,-85.0,1.528718953798861,6.0,76.9375,2929.0
51,1.0,0.0,0.0,0.0,-101.0,-13.47128104620114,-85.0,2.5287189537988604,6.0,63.5,3105.5625
52,1.0,0.0,0.0,1.5,-101.0,-13.47128104620114,-83.88587392869641,3.0,6.5,52.5625,2886.125
53,1.0,0.0,0.0,3.0,-101.47128104620114,-14.0,-86.0,2.7571916079420595,8.0,40.0625,2208.8125
54,1.0,0.0,0.0,3.0,-103.0,-14.0,-84.88587392869641,2.0,7.5,30.75,1639.0625
55,1.0,0.0,0.0,3.0,-103.0,-14.0,-86.0,-1.0,7.0,35.5,1923.625
56,1.0,0.0,0.0,3.0,-104.0,-15.0,-86.0,-1.0,7.0,39.6875,1636.3125
57,1.0,0.0,0.0,3.0,-104.0,-15.0,-88.0,-1.0,6.0,37.375,1532.8125
58,1.0,0.0,0.0,3.0,-106.0,-15.0,-88.0,-2.0,6.0,20.3125,1098.0625
59,1.0,0.0,0.0,3.0,-105.24280839205794,-15.0,-88.0,-1.2428083920579402,6.0,25.125,1356.34375
60,1.0,0.0,0.0,3.0,-103.24595133227496,-13.885873928696416,-86.24595133227496,-0.47128104620113964,6.0,31.25,963.1875
61,1.0,0.0,0.0,3.0,-102.0,-13.0,-85.0,0.0,6.0,45.875,1645.4375
62,1.0,0.0,0.0,3.0,-102.47128104620114,-13.0,-85.0,0.5287189537988601,6.0,16.0625,866.0
63,1.0,0.0,0.0,3.0,-103.47128104620114,-13.0,-85.88587392869641,0.11412607130358521,6.5,19.125,1034.5
64,1.0,0.0,0.0,3.0,-103.74280839205794,-12.74280839205794,-87.0,-1.0,7.0,25.21875,1364.0625
65,1.0,0.0,0.0,3.0,-103.0,-12.0,-85.88587392869641,-1.0,6.5,37.875,2046.625
66,1.0,0.0,0.0,3.0,-102.0,-12.0,-85.0,2.0,6.0,48.875,2150.75
67,1.0,0.0,0.0,3.0,-100.0,-13.0,-83.0,1.0000000000000004,9.0,28.1875,1340.625
68,1.0,0.0,0.0,3.0,-99.0,-11.0,-81.88587392869641,5.0,8.5,20.875,1068.0
69,1.0,0.0,0.0,3.0,-97.0,-14.0,-81.88587392869641,5.0,7.5,14.4375,763.25
70,1.0,0.0,0.0,3.0,-98.0,-13.0,-81.0,3.0,7.0,17.9375,803.46875
71,1.0,0.0,0.0,3.0,-98.88587392869641,-13.0,-78.55489532554688,2.1141260713035854,7.0,21.0625,1089.4375
72,1.0,0.0,0.0,3.0,-99.47128104620114,-12.471281046201138,-83.0,1.0000000000000004,6.0,31.8125,1315.4375
73,1.0,0.0,0.0,3.0,-98.47128104620114,-12.471281046201138,-81.88587392869641,1.0000000000000004,6.5,20.8125,937.3125
74,1.0,0.0,0.0,3.0,-98.47128104620114,-13.47128104620114,-81.0,1.528718953798861,7.0,12.4375,608.8125
75,1.0,0.0,0.0,3.0,-98.47128104620114,-14.0,-81.0,2.0,7.0,14.625,772.3125
76,1.0,0.0,0.0,3.0,-98.24280839205795,-13.185559149763948,-83.0,2.0,8.0,19.34375,1056.875
